2026-05-28T09:34:49.031Z 612754,0.323,-1.422,0.713,-6.627,-40.544,8.009;612774,0.241,-1.399,0.679,1.325,-28.108,0.452;612794,0.167,-1.290,0.601,0.586,-25.348,-5.306;612814,0.117,-1.167,0.501,-3.320,-28.989,-7.816;612834,0.117,-1.040,0.410,-8.068,-33.631,-8.081
2026-05-28T09:34:49.142Z 612854,0.119,-0.896,0.334,-8.423,-34.528,-7.245;612874,0.106,-0.725,0.229,-0.357,-29.798,-3.180;612894,0.094,-0.543,0.129,10.252,-24.641,3.329;612914,0.083,-0.376,0.068,24.727,-19.050,9.216;612934,0.076,-0.280,0.034,37.671,-17.438,13.088
2026-05-28T09:34:49.238Z 612954,0.070,-0.196,0.007,39.583,-19.857,12.003;612974,0.072,-0.157,-0.029,17.157,-25.064,9.295;612994,0.059,-0.165,-0.049,-12.095,-33.160,7.030;613014,0.043,-0.223,-0.084,-37.911,-45.544,4.189;613034,0.305,-0.789,-0.059,-10.682,-45.698,-13.012
2026-05-28T09:34:49.332Z 613054,0.228,-1.174,0.158,-2.763,-54.252,-28.647;613074,0.023,-1.351,0.220,-11.522,-56.743,-15.943;613094,0.046,-1.640,0.397,-3.376,-45.586,-10.660;613114,0.065,-1.763,0.678,-11.750,-44.626,-0.118;613134,0.086,-1.803,0.907,-7.461,-40.678,7.148
2026-05-28T09:34:49.414Z 613158,0.110,-1.761,0.960,4.709,-35.089,13.458;613178,0.173,-1.649,0.834,8.937,-30.412,20.234;613198,0.183,-1.477,0.683,9.711,-29.283,23.656;613221,0.126,-1.263,0.538,10.727,-30.192,22.003;613241,0.067,-1.047,0.414,16.533,-31.907,16.389
2026-05-28T09:34:49.543Z 613261,0.064,-0.823,0.308,27.026,-32.284,9.518;613281,0.083,-0.622,0.221,34.133,-30.481,4.466;613304,0.056,-0.486,0.200,28.033,-30.368,1.742;613324,0.010,-0.406,0.210,13.153,-36.781,2.403;613344,-0.037,-0.393,0.233,-13.759,-46.507,3.394
2026-05-28T09:34:49.631Z 613364,-0.012,-0.425,0.236,-30.628,-57.530,0.997;613387,0.074,-0.454,0.105,-17.648,-56.829,-2.267;613407,0.138,-0.359,-0.005,-7.237,-45.961,-2.844;613427,0.161,-0.270,-0.079,1.448,-33.821,-3.585;613447,0.133,-0.277,-0.143,5.890,-21.781,-3.349
2026-05-28T09:34:49.746Z 613467,0.048,-0.836,-0.300,14.473,-21.013,12.865;613487,-0.091,-1.310,0.075,16.596,-25.597,30.755;613511,0.165,-1.426,0.106,19.545,-23.296,22.884;613531,0.263,-1.490,0.223,19.003,-14.134,14.097;613551,0.241,-1.552,0.318,16.574,-6.951,6.474
2026-05-28T09:34:49.839Z 613571,0.186,-1.582,0.432,18.674,7.705,0.931;613594,0.143,-1.541,0.482,23.033,20.749,-4.713;613614,0.077,-1.413,0.425,22.507,25.254,-9.974;613634,0.021,-1.271,0.371,15.890,23.581,-12.864;613654,-0.003,-1.102,0.341,7.483,14.258,-13.438
2026-05-28T09:34:49.959Z 613674,-0.029,-0.954,0.262,5.674,6.443,-12.737;613694,-0.061,-0.825,0.171,6.828,3.105,-10.123;613718,-0.046,-0.657,0.056,13.961,3.463,-4.882;613738,-0.019,-0.497,-0.010,19.978,3.081,0.180;613758,-0.003,-0.387,-0.016,28.719,1.813,3.014
2026-05-28T09:34:50.053Z 613778,0.006,-0.320,-0.018,32.339,0.626,2.953;613798,0.069,-0.375,-0.067,8.986,-9.951,0.659;613818,0.239,-0.879,0.029,-35.685,-29.973,-4.144;613841,0.068,-1.249,0.126,-34.635,-37.443,-0.639;613861,0.080,-1.349,0.703,-39.364,-30.005,2.039
2026-05-28T09:34:50.170Z 613884,0.057,-1.481,0.682,-24.304,-16.596,1.958;613907,0.057,-1.528,0.694,-32.249,-16.551,6.371;613928,0.063,-1.482,0.761,-39.048,-14.682,10.342;613948,0.086,-1.388,0.720,-34.116,-12.516,13.134;613970,0.069,-1.259,0.581,-24.238,-14.118,16.166
2026-05-28T09:34:50.257Z 613990,0.031,-1.113,0.463,-17.819,-18.445,14.686;614010,0.045,-0.919,0.343,-6.668,-23.882,10.995;614030,0.089,-0.743,0.254,3.524,-25.692,6.587;614050,0.115,-0.591,0.207,12.361,-24.127,1.145;614070,0.063,-0.491,0.181,11.716,-21.927,-2.870
2026-05-28T09:34:50.350Z 614090,0.015,-0.444,0.155,3.101,-21.540,-6.036;614112,0.040,-0.408,0.111,-8.451,-23.189,-9.526;614132,0.088,-0.341,0.099,-13.894,-21.395,-13.328;614152,0.106,-0.266,0.054,-9.915,-17.508,-15.962;614172,0.054,-0.231,-0.043,-6.340,-9.920,-17.740
2026-05-28T09:34:50.470Z 614195,-0.024,-0.305,-0.177,-12.347,-6.079,-12.385;614215,-0.208,-0.670,-0.251,-6.174,-3.931,12.363;614235,-0.183,-1.062,0.083,-5.651,-18.484,18.101;614257,0.174,-1.231,0.276,-29.367,-29.655,8.507;614277,0.199,-1.450,0.346,-14.332,-12.829,11.30
2026-05-28T09:34:50.565Z 614297,0.206,-1.564,0.370,-7.559,-1.282,10.875;614317,0.211,-1.594,0.496,0.386,11.141,3.948;614338,0.187,-1.581,0.523,7.561,16.785,-4.562;614358,0.174,-1.546,0.541,8.597,17.719,-12.678;614378,0.155,-1.452,0.552,6.254,16.654,-18.593
2026-05-28T09:34:50.679Z 614398,0.112,-1.325,0.546,2.322,13.460,-22.289;614418,0.049,-1.181,0.504,1.580,11.295,-23.982;614439,-0.033,-1.002,0.420,3.834,10.434,-22.054;614459,-0.066,-0.824,0.340,7.452,10.361,-16.847;614479,-0.038,-0.644,0.229,14.088,11.801,-6.906
2026-05-28T09:34:50.768Z 614499,-0.015,-0.482,0.137,22.211,11.834,1.791;614519,-0.007,-0.364,0.072,30.378,10.498,7.631;614539,0.003,-0.301,0.042,25.547,6.369,9.269;614559,0.020,-0.269,0.026,5.913,-0.482,7.098;614579,0.027,-0.242,0.016,-13.047,-6.855,4.774
2026-05-28T09:34:50.856Z 614599,0.024,-0.326,-0.026,-26.443,-15.815,1.165;614619,0.178,-0.848,0.086,-11.225,-19.257,-15.133;614642,0.002,-1.168,0.193,4.164,-20.543,-21.298;614662,-0.176,-1.401,0.400,-4.068,-28.878,-8.219;614682,-0.096,-1.576,0.401,13.562,-20.930,-9.528
2026-05-28T09:34:50.983Z 614702,-0.055,-1.655,0.496,1.804,-20.720,-2.748;614722,-0.006,-1.696,0.622,-4.051,-15.983,3.024;614742,0.094,-1.658,0.587,4.696,-7.396,6.190;614765,0.139,-1.548,0.507,4.376,-3.147,8.298;614788,0.081,-1.383,0.389,2.795,-2.638,8.674
2026-05-28T09:34:51.131Z 614808,0.016,-1.192,0.288,4.573,-7.232,5.166;614828,-0.001,-1.002,0.190,9.188,-11.320,-0.096;614852,0.020,-0.786,0.133,16.260,-12.414,-3.806;614872,0.026,-0.613,0.116,21.649,-8.291,-6.866;614892,0.009,-0.515,0.085,17.742,-5.921,-9.781
2026-05-28T09:34:51.189Z 614915,-0.009,-0.457,0.058,3.811,-7.056,-11.866;614939,-0.012,-0.401,0.051,-12.206,-10.218,-13.585;614959,-0.004,-0.352,0.038,-15.896,-11.560,-14.653;614979,-0.002,-0.319,0.007,-14.701,-11.776,-13.462;615003,0.008,-0.332,-0.065,-11.718,-8.609,-
2026-05-28T09:34:51.314Z 615023,0.006,-0.685,-0.174,2.180,-6.915,-0.595;615043,-0.077,-1.164,0.266,-0.647,-5.420,21.180;615063,0.058,-1.403,0.349,0.265,-8.205,10.948;615083,0.298,-1.494,0.479,-2.878,-8.851,6.484;615103,0.311,-1.574,0.593,-0.185,-5.180,3.185
2026-05-28T09:34:51.401Z 615123,0.308,-1.657,0.679,-1.421,2.253,-2.282;615143,0.270,-1.634,0.773,2.610,15.007,-10.849;615163,0.189,-1.561,0.720,4.022,22.351,-17.477;615183,0.118,-1.465,0.634,3.703,26.826,-22.883;615203,0.077,-1.299,0.540,-2.163,25.228,-25.855
2026-05-28T09:34:51.488Z 615223,0.065,-1.099,0.432,-4.887,20.117,-24.655;615243,0.036,-0.922,0.318,-6.342,16.165,-21.850;615263,-0.002,-0.766,0.203,-2.681,16.908,-14.576;615283,-0.012,-0.603,0.144,2.583,18.272,-6.885;615303,-0.013,-0.483,0.089,10.746,16.337,-0.287
